NAME,MSTAR,A,PER,ECC,MASS,R
,msun,au,day,,mjupiter,rjupiter
Kepler-1440 b,0.98,0.226831,39.859484,0,0.00648186,0.112
Kepler-1513 b,0.99,0.576981,160.8846509,0,0.249782,0.755
Kepler-110 b,,0.106481,12.691112,,0.013476,0.163262
HD 11977 b,2.31,2.063,711,0.4,7.40012,
Kepler-1192 b,0.86,0.159985,25.2034787,0,0.0181548,0.211
Kepler-1382 b,1.36,0.139726,16.3583055,0,0.0138656,0.168
HD 73534 b,1.17,3.0184,1770,0.074,1.06828,
Kepler-689 b,0.91,0.150552,22.36656079,0,0.0250657,0.258
Kepler-1643 b,0.92,0.058171,5.34264507,0,0.0174594,0.205
Kepler-195 b,,0.0802786,8.307872,,0.0150172,0.181104
Kepler-498 b,0.98,0.0878909,9.61375356,0,0.027323,0.27
Kepler-50 c,1.23,0.0932375,9.3761368,,0.0234642,0.248685
Kepler-863 b,0.96,0.120507,15.59461874,0,0.0252452,0.259
Kepler-1464 b,1.02,0.19765,31.7785901,0,0.0123008,0.148
HD 164604 b,0.8,1.30299,606.4,0.24,2.6885,
Kepler-1356 b,0.82,0.0135188,0.63400294,0,0.0124263,0.136
Kepler-359 b,,0.169831,25.563222,,0.0380002,0.314926
TRAPPIST-1 b,0.08,0.0111033,1.510848,0,0.00461509,0.101541
Kepler-1201 b,1.15,0.125745,15.18725932,0,0.0173469,0.204
Kepler-1594 b,1.06,0.0388448,2.71603809,0,0.00364938,0.095
Kepler-642 b,1.4,0.0589428,4.41745855,0,0.0252452,0.259
Kepler-359 d,,0.354508,77.095691,,0.0520795,0.357748
Kepler-115 b,,0.0351175,2.403679,,0.00396389,0.0972433
OGLE-05-071L b,0.46,3.54863,3600,,3.8,
OGLE235-MOA53 b,0.63,,,,2.6,
HD 37124 c,0.85,1.70993,885.5,0.125,0.648109,
HD 217107 c,1.108,5.33414,4270,0.517222,2.61546,
Kepler-1323 b,1.18,0.0197027,0.92990668,0,0.0124263,0.136
HD 74156 b,1.238,0.291535,51.638,0.63,1.77342,
Kepler-928 b,0.73,0.0439026,3.9324613,0,0.0118667,0.142
Kepler-180 b,,0.11269,13.817124,,0.0117855,0.133821
HD 103774 b,1.335,0.070273,5.8881,0.09,0.368054,
Kepler-43 b,1.32,0.0449294,3.024095,0,3.23143,1.2
Kepler-76 b,1.12,0.0271768,1.545,0,1.96,
Kepler-310 b,,0.113307,13.930698,,0.00538981,0.106165
Kepler-222 c,,0.0913762,10.08881,,0.0710944,0.413953
Kepler-1154 c,1.26,0.0877495,8.45808312,0,0.0181548,0.211
Kepler-538 b,0.96,0.363618,81.73780699,0,0.017125,0.202
KELT-6 b,1.085,0.0794132,7.8457,0.22,0.43122,1.193
WASP-13 b,1.09,0.0537034,4.3530135,0,0.473883,1.407
Kepler-683 b,0.96,0.035933,2.53918318,0,0.0145548,0.176
Kepler-84 c,1,0.107552,12.883,,0.096,0.215
Kepler-918 b,1.11,0.0580906,4.85386933,0,0.0128259,0.155
Kepler-569 b,0.95,0.202661,34.18890521,0,0.029815,0.282
HD 13931 b,1.022,5.14931,4218,0.02,1.88123,
Kepler-58 d,,0.229287,40.101371,,0.0258466,0.262289
HAT-P-18 b,0.77,0.0559503,5.508023,0.084,0.197205,0.995
Kepler-672 b,0.95,0.218893,38.3774623,0,0.01966,0.223
Kepler-357 b,,0.0679912,6.475434,,0.0135483,0.164154
Kepler-1518 b,1.54,0.0670648,5.11177904,0,0.0277215,0.272
Kepler-971 b,0.88,0.084658,9.59070716,0,0.0158698,0.19
Kepler-406 c,1.07,0.0555527,4.62332,0,0.00857506,0.0758319
HD 155358 c,0.87,1.00082,391.9,0.16,0.807031,
WASP-43 b,0.58,0.0142363,0.813475,0,1.77609,0.93
Kepler-1570 b,0.92,0.169395,26.548955,0,0.00364938,0.095
Kepler-159 c,,0.242421,43.595792,,0.0351084,0.30422
Kepler-39 b,1.1,0.155007,21.0874,0.121,18.1805,1.22
Kepler-920 c,0.89,0.407808,100.8274113,0,0.0453941,0.339
14 And b,2.15,0.823151,185.84,0,4.68383,
Kepler-1130 b,0.9,0.0585387,5.45298175,0,0.00129651,0.071
Kepler-520 b,1.1,0.147232,19.67416124,0,0.0123008,0.148
Kepler-1191 b,0.85,0.0584627,5.60014851,0,0.0121297,0.135
Kepler-1012 b,0.95,0.0600079,5.50860439,0,0.00709482,0.115
Kepler-1145 b,0.79,0.0453661,3.97076766,0,0.00940137,0.125
Kepler-891 b,1.06,0.283142,53.44945593,0,0.11109,0.572
Kepler-727 b,0.89,0.0561729,5.15448442,0,0.0200617,0.226
Kepler-215 b,,0.086925,9.360672,,0.0120479,0.144527
Kepler-294 b,,0.0468277,3.701212,,0.0130508,0.157909
WASP-88 b,1.45,0.0643804,4.954,0,0.563545,1.7
Kepler-29 b,1,0.0928723,10.3376,0,0.0397121,0.320884
Kepler-792 b,1.09,0.10143,11.30119217,0,0.0144664,0.175
Kepler-975 b,0.8,0.0285538,1.97034246,0,0.0112658,0.132
Kepler-24 b,1.03,0.0800144,8.14561,0,0.0185071,0.213923
Kepler-542 b,0.93,0.1064,13.14497566,0,0.0117248,0.14
Kepler-306 b,,0.0544926,4.646186,,0.0123086,0.135605
Kepler-656 b,0.86,0.0217143,1.26025909,0,0.0289572,0.278
Kepler-83 b,0.66,0.0778725,9.77,,0.0240196,0.252
Kepler-770 b,0.94,0.136148,18.92540274,0,0.0174594,0.205
Kepler-489 b,0.82,0.122418,17.27629612,0,0.18782,0.689
81 Cet b,1.74,2.28088,952.7,0.206,4.31096,
Kepler-1204 b,1.03,0.384289,85.7350285,0,0.0277215,0.272
Kepler-1218 b,1.06,0.161019,22.9221266,0,0.0101747,0.128
Kepler-1043 b,0.92,0.217045,38.5053398,0,0.0201979,0.227
Kepler-1396 b,1.18,0.1432,18.2206421,0,0.015383,0.185
CoRoT-3 b,1.37,0.0573788,4.2568,0,21.8549,1.01
Kepler-377 b,,0.105463,12.509529,,0.00915403,0.124008
Kepler-648 b,1.05,0.133676,17.4211749,0,0.0309268,0.287
Kepler-910 b,1.26,0.0375152,2.36436901,0,0.00142986,0.073
Kepler-126 d,,0.422434,100.283134,,0.0196646,0.223035
Kepler-1506 b,0.95,0.11193,14.0329154,0,0.00774372,0.118
HAT-P-38 b,0.886,0.0522992,4.640382,0.067,0.267569,0.825
Kepler-1602 b,1.22,0.104553,11.17931605,0,0.00819664,0.12
Kepler-18 d,0.972,0.117171,14.85888,0.000521567,0.0516,0.622714
Kepler-1077 b,1.02,0.208178,34.3511874,0,0.0231879,0.247
Kepler-380 b,,0.0487448,3.930821,,0.00538981,0.106165
Kepler-1580 b,1.47,0.328211,56.6449279,0,0.0156727,0.188
HD 32963 b,1.03,3.5161,2372,0.07,0.7,
Kepler-132 d,,0.134468,18.010199,,0.011604,0.138282
Kepler-228 b,,0.0366865,2.566546,,0.0125754,0.136497
mu Ara e,1.147,0.93961,310.54999,0.0666,0.543322,
Kepler-97 b,0.94,0.036125,2.58664,0,0.0106941,0.132037
WASP-96 b,1.06,0.0453489,3.4252602,0,0.48,1.2
Kepler-1229 b,0.54,0.312498,86.828989,0,0.00940137,0.125
Kepler-518 b,0.96,0.0804858,8.51203588,0,0.0156727,0.188
Kepler-139 b,,0.123078,15.771044,,0.0258466,0.262289
Kepler-952 b,1,0.503142,130.3546919,0,0.182193,0.682
Kepler-375 b,,0.103296,12.125934,,0.010538,0.12936
Kepler-1285 b,1.2,0.125346,14.7967458,0,0.00266535,0.087
HD 136118 b,1.191,2.33328,1187.3,0.338,11.6809,
Kepler-182 b,,0.0897811,9.825792,,0.0206381,0.230172
Kepler-1313 b,0.92,0.0466196,3.83309118,0,0.0129801,0.157
HD 6434 b,0.79,0.142061,21.997999,0.17,0.397195,
HD 5319 b,1.51,1.6698,641,0.02,1.76545,
Kepler-306 e,,0.247015,44.840975,,0.0171819,0.202516
Kepler-1519 b,0.94,0.742026,240.7989397,0,0.144903,0.63
Kepler-253 b,,0.0475233,3.783986,,0.0121124,0.145419
Kepler-259 b,,0.0790333,8.115317,,0.0236491,0.249799
Kepler-1586 b,1.45,0.138326,15.6049212,0,0.0124263,0.136
Kepler-1172 b,0.92,0.167139,26.0204423,0,0.0304768,0.285
Kepler-1501 b,1.2,0.123985,14.5564533,0,0.0116544,0.139
HD 231701 b,1.14,0.555583,141.60001,0.1,1.08667,
Kepler-666 b,1.03,0.0538618,4.49876092,0,0.0185165,0.214
PH-2 b,0.94,0.825444,282.5255,0.41,0.488198,0.902041
Kepler-1027 b,0.91,0.0291727,1.9078052,0,0.00189081,0.079
CoRoT-18 b,0.95,0.0295483,1.9000693,0.04,3.48652,1.31
Kepler-703 b,1.18,0.0570646,4.58352176,0,0.349418,0.732
Kepler-1505 b,0.93,0.187949,30.8609366,0,0.00225358,0.083
Kepler-203 d,,0.0987232,11.32972,,0.0102988,0.128468
HD 75898 b,1.28,1.18906,418.20001,0.1,2.51504,
Kepler-776 b,0.83,0.0530392,4.89718784,0,0.00688654,0.114
Kepler-876 b,0.81,0.0543655,5.14438011,0,0.0101747,0.128
Kepler-224 b,,0.0419025,3.132924,,0.00915403,0.124008
Kepler-1459 b,0.78,0.284837,62.8691611,0,0.00842926,0.121
Kepler-710 b,0.94,0.0510655,4.34728553,0,0.0138656,0.168
Kepler-806 b,0.99,0.0786193,8.09219642,0,0.00468851,0.102
Kepler-205 b,,0.038467,2.75564,,0.0120453,0.134713
KOI-4427 b,0.526,0.441345,147.6606,0,0.0135484,0.164155
Kepler-612 b,0.98,0.0466887,3.72215641,0,0.0241903,0.253
MOA-2008-BLG-310L b,0.67,,,,0.23,
KIC 11442793 g,1.2,0.736177,210.60697,,0.217563,0.723
GJ 1214 b,0.157,0.0143253,1.58040482,0,0.0203507,0.2389
Kepler-824 b,1.15,0.0560063,4.51436633,0,0.0137822,0.167
Kepler-1451 b,1,0.211879,35.622233,0,0.0337813,0.299
Kepler-268 c,,0.373719,83.446393,,0.0344212,0.301543
Kepler-135 c,,0.0994132,11.448708,,0.00493175,0.103488
Kepler-265 c,,0.129538,17.028937,,0.0212781,0.234633
Kepler-1296 b,0.87,0.0771045,8.3839865,0,0.00206633,0.081
Kepler-1480 b,0.85,0.146114,22.12679948,0,0.0123746,0.149
Kepler-620 b,1.15,0.11286,12.91375431,0,0.0330424,0.296
16 Cyg B b,0.956,1.66027,798.5,0.681,1.63997,
HAT-P-25 b,1.01,0.0465813,3.652836,0.032,0.567181,1.19
Kepler-341 e,,0.238241,42.473269,,0.014692,0.177536
HD 213240 b,1.143,1.88529,882.7,0.421,4.53249,
Kepler-1577 b,0.78,0.0614878,6.30560247,0,0.00452953,0.101
Kepler-1409 b,0.83,0.0153823,0.76486493,0,0.00338324,0.093
Kepler-1352 b,1.11,0.0308432,1.87788275,0,0.00189081,0.079
Kepler-1249 b,1.19,0.174156,24.3347127,0,0.0182743,0.212
Kepler-1269 b,1.1,0.225667,37.3331536,0,0.0120821,0.145
HAT-P-45 b,1.259,0.0452185,3.128992,0.049,0.892,1.426
Kepler-399 b,,0.115973,14.425281,,0.00252018,0.0856455
Kepler-341 c,,0.0783507,8.01041,,0.012573,0.151664
Kepler-925 b,0.77,0.187771,33.8678531,0,0.017919,0.209
Kepler-265 d,,0.240693,43.130617,,0.0195472,0.222143
Kepler-677 b,1,0.0686885,6.57531678,0,0.0964436,0.48
HD 33844 b,1.78,1.59543,551.4,0.15,1.96,
Kepler-243 c,,0.144324,20.026218,,0.014692,0.177536
Kepler-561 b,0.96,0.290481,58.3620495,0,0.139169,0.621
HD 12661 b,1.136,0.838172,262.70861,0.376834,2.3408,
Kepler-467 b,1.05,0.17004,24.99324193,0,0.0170154,0.201
Kepler-1107 b,0.86,0.01281,0.57103852,0,0.00819664,0.12
Kepler-9 c,1,0.22473,38.90861,0.132575,0.168671,0.823
HD 74156 c,1.238,3.8997,2520,0.38,8.24664,
Kepler-165 c,,0.120683,15.31299,,0.0167934,0.198947
Kepler-790 b,0.84,0.105904,13.73469807,0,0.0162741,0.194
Kepler-326 d,,0.0700163,6.766888,,0.0057099,0.107949
HD 20794 c,0.7,0.203628,40.114,0,0.00743617,
WASP-47 c,1.026,1.36067,572,0.13,1.23683,
Kepler-31 c,1.21,0.254502,42.6318,0,0.0577969,0.374365
Kepler-82 b,0.85,0.16455,26.444,,0.0517963,0.357
Kepler-573 b,0.99,0.153993,22.18329658,0,0.0235163,0.249
Kepler-1288 b,1.2,0.0409325,2.76122421,0,0.00437411,0.1
Kepler-306 c,,0.0732442,7.240193,,0.0179955,0.209653
Kepler-1484 b,0.94,0.186962,30.4549136,0,0.0156727,0.188
Kepler-85 e,,0.168293,25.216751,,0.00674351,0.113302
Kepler-583 b,0.94,0.0668402,6.5100253,0,0.0172355,0.203
Kepler-610 b,1.1,0.0739053,6.99692655,0,0.0576809,0.374
HD 38801 b,1.22,1.6471,696.3,0,10.0105,
Kepler-964 b,0.93,0.108427,13.5225106,0,0.0157709,0.189
HD 132563 B b,1.01,2.62431,1544,0.22,1.49247,
Kepler-1227 b,0.97,0.401332,94.2887577,0,0.0173469,0.204
Kepler-351 d,0.89,0.513692,142.544247,0,0.0225477,0.243
Kepler-390 c,,0.108535,13.060022,,0.00126334,0.0704791
Kepler-61 b,0.635,0.257458,59.87756,0,0.0160339,0.191639
Kepler-1486 b,1.08,0.28916,54.6495759,0,0.0176872,0.207
Kepler-803 b,1.05,0.271,50.28638192,0,0.0450611,0.338
GJ 667 C c,0.33,0.125003,28.1,0.27,0.0130687,
HD 207832 c,0.94,2.1118,1155.7,0.27,0.730294,
Kepler-80 b,0.72,0.0645109,7.053,,0.0222358,0.241
Kepler-1462 b,1,0.318487,65.6488341,0,0.0460671,0.341
Kepler-886 b,1.1,0.0684849,6.24146367,0,0.0124263,0.136
Kepler-1468 c,1.04,0.046104,3.54553021,0,0.00485109,0.103
Kepler-272 d,,0.0964303,10.937304,,0.0169862,0.200732
Kepler-1544 b,0.81,0.557231,168.811174,0,0.0131362,0.159
Kepler-44 b,1.19,0.0454854,3.24674,0,1.02109,1.24
HD 5891 b,1.09,0.636168,177.11,0.066,5.22845,
Kepler-292 b,,0.0368224,2.580827,,0.00769114,0.117763
Kepler-228 d,,0.0973508,11.094286,,0.0531048,0.360425
Kepler-1000 b,1.4,0.532697,120.0181272,0,0.0750581,0.425
Kepler-140 b,,0.0429776,3.25427,,0.0119837,0.143635
Kepler-245 d,,0.214468,36.277108,,0.0273861,0.270319
Kepler-884 b,1,0.0624428,5.69919514,0,0.00609283,0.11
Kepler-1073 c,1,0.0495271,4.02582254,0,0.0121546,0.146
Kepler-908 b,1.11,0.0246365,1.34059747,0,0.00590412,0.109
HD 173416 b,2,1.16272,323.6,0.21,2.71808,
Kepler-1379 b,0.83,0.0169132,0.88184115,0,0.00730709,0.116
Kepler-104 c,,0.161331,23.668205,,0.0292202,0.27924
Kepler-263 b,,0.127191,16.568087,,0.0218083,0.238201
Kepler-1008 b,0.81,0.0979413,12.43931193,0,0.00688654,0.114
Kepler-278 c,,0.269422,51.078775,,0.0395346,0.320278
Kepler-1587 b,1.08,0.0894717,9.4060467,0,0.00796813,0.119
Kepler-1569 b,1.25,0.0679911,5.79180156,0,0.0124487,0.15
Kepler-1273 b,0.94,0.179399,28.625653,0,0.0195285,0.222
Kepler-1365 c,1,0.0554927,4.77468005,0,0.00129651,0.071
HD 76700 b,1.129,0.0511051,3.97097,0.095,0.232142,
Kepler-366 b,,0.043221,3.281959,,0.0107805,0.130252
HD 39091 b,1.071,3.34651,2151,0.6405,10.088,
Kepler-1636 b,1.01,1.11079,425.47785,0,0.0311545,0.288
Kepler-1068 b,1.01,0.129431,16.92344113,0,0.0406377,0.324
Kepler-596 b,1.21,0.160247,21.30022655,0,0.0363708,0.309
HD 7449 b,1.05,2.33982,1275,0.82,1.3131,
HD 149026 b,1.294,0.0431325,2.8758911,0,0.361471,0.654
Kepler-186 b,0.478,0.0378277,3.8867907,0.04,0.00370062,0.0953739
Kepler-219 c,,0.156968,22.714613,,0.0392746,0.319386
OGLE-2006-BLG-109L c,0.51,4.52773,4927.5,0.15,0.271,
Kepler-561 c,0.96,0.0590575,5.35016198,0,0.0219292,0.239
Kepler-1240 b,0.98,0.0558238,4.8663815,0,0.00485109,0.103
Kepler-361 c,,0.283685,55.188023,,0.0199023,0.224819
Kepler-265 e,,0.325506,67.831024,,0.0207641,0.231064
Qatar-2 b,0.74,0.0215077,1.3371182,0,2.48409,1.144
Kepler-1448 b,0.95,0.102351,12.27065865,0,0.0120099,0.144
Kepler-293 b,,0.140591,19.254196,,0.0281036,0.273887
Kepler-166 b,,0.0759843,7.650254,,0.0171819,0.202516
Kepler-1551 b,1.14,0.172447,24.4973698,0,0.021628,0.237
HD 216437 b,1.117,2.48556,1353,0.319,2.16817,
Kepler-1052 b,1.03,0.210888,34.8538276,0,0.0256089,0.261
HAT-P-49 b,1.543,0.0437742,2.691548,0,1.72959,1.413
Kepler-623 b,0.9,0.0821845,9.07097734,0,0.0271261,0.269
Kepler-1621 b,1.15,0.418658,92.263714,0,0.0161718,0.193
Kepler-367 c,,0.278143,53.578637,,0.00554835,0.107057
Kepler-313 b,,0.118876,14.970418,,0.0200225,0.225711
Kepler-1439 b,0.46,0.0608017,8.07392849,0,0.0107116,0.13
Kepler-150 c,,0.0741975,7.381998,,0.0422294,0.3292
Kepler-87 b,1.1,0.477022,114.73635,0.036,1.02004,1.21
Kepler-681 b,0.8,0.161056,26.39435646,0,0.0283318,0.275
Kepler-564 b,0.95,0.0464443,3.75083228,0,0.0707577,0.413
HAT-P-7 b,1.5,0.037964,2.204737,0,1.7916,1.363
Kepler-316 c,,0.0704356,6.827766,,0.00493175,0.103488
PSR B1257+12 C,,0.416595,98.2114,0.0252,0.0122719,
HD 49674 b,1.015,0.0571073,4.94737,0.087,0.101571,
HD 82943 b,1.133,1.1851,442.4,0.203,1.68512,
Kepler-342 c,,0.17279,26.234138,,0.014454,0.174859
Kepler-783 b,0.93,0.0504566,4.29264638,0,0.00123338,0.07
Kepler-1378 b,0.7,0.0908478,11.95398936,0,0.0164814,0.196
Kepler-828 b,0.81,0.0125101,0.56785714,0,0.0121297,0.135
WASP-38 b,1.23,0.0758454,6.87188,0.028,2.70901,1.09
WASP-69 b,0.826,0.0452527,3.8681382,0,0.259543,1.057
Kepler-139 c,,0.569736,157.072878,,0.0344212,0.301543
Kepler-1199 b,0.94,0.116835,15.0447198,0,0.00485109,0.103
Kepler-817 b,1.03,0.0497212,3.99010623,0,0.500877,0.806
HD 77338 b,0.93,0.0612143,5.7361,0.09,0.0498139,
Kepler-29 c,1,0.109809,13.2907,0,0.0251535,0.25849
Kepler-605 c,0.91,0.0336073,2.35895152,0,0.00172655,0.077
Kepler-444 c,0.758,0.0489676,4.5458841,0.31,0.000273258,0.0453
HD 220773 b,1.16,4.94302,3724.7,0.51,1.44975,
Kepler-655 b,1.15,0.264783,46.4063358,0,0.0223911,0.242
Kepler-559 b,0.96,0.130567,17.58752333,0,0.0400412,0.322
WASP-6 b,0.93,0.0428704,3.361006,0.054,0.52136,1.224
HD 7924 d,0.832,0.155066,24.451,0.21,0.0203801,
Kepler-1337 b,0.7,0.146185,24.4002549,0,0.0186391,0.215
Kepler-1552 b,0.85,0.601409,184.771853,0,0.0192688,0.22
Kepler-206 c,,0.108963,13.137471,,0.0130508,0.157909
Kepler-169 c,,0.066017,6.195469,,0.0057099,0.107949
HD 159868 c,1.16,1.02595,352.3,0.15,0.73,
HD 137388 b,0.86,0.88883,330,0.36,0.227816,
HD 95086 b,,,,,4.5,
Kepler-196 b,,0.147733,20.739886,,0.0139923,0.169507
Kepler-352 b,,0.0911742,10.05537,,0.00170474,0.0767241
Kepler-329 b,,0.0744278,7.416397,,0.00937625,0.1249
Kepler-179 b,,0.0382833,2.735926,,0.0121773,0.146311
Kepler-1080 b,1.1,0.366455,77.2548396,0,0.0323205,0.293
Kepler-176 b,,0.0604835,5.433074,,0.0100631,0.127576
WASP-104 b,1.076,0.0291939,1.7554137,0,1.272,1.137
WASP-83 b,1.11,0.0590285,4.971252,0,0.3,1.04
Kepler-1095 b,0.94,0.0504666,4.27103091,0,0.00571923,0.108
Kepler-1170 b,0.8,0.0842697,9.98969327,0,0.0186391,0.215
Kepler-310 c,,0.28808,56.47542,,0.0344212,0.301543
Kepler-339 b,,0.0570545,4.977656,,0.00983076,0.126684
Kepler-124 d,,0.192925,30.950851,,0.00422638,0.0990276
Kepler-52 c,0.54,0.10281,16.3850021,,0.0135364,0.164007
Kepler-1132 b,0.87,0.295466,62.8916228,0,0.0180364,0.21
Kepler-1265 b,0.71,0.0607742,6.49441289,0,0.00819664,0.12
Kepler-1494 b,0.96,0.390823,91.080482,0,0.0281267,0.274
WASP-99 b,1.48,0.0716458,5.75251,0,2.78,1.1
HD 100777 b,1,1.03378,383.70001,0.36,1.16502,
Kepler-818 b,0.94,0.0891946,10.03538581,0,0.0867729,0.456
HAT-P-5 b,1.157,0.0407152,2.788491,0,1.05561,1.254
Kepler-1381 b,0.96,0.166753,25.3842686,0,0.0170154,0.201
Kepler-125 b,,0.0506571,4.164389,,0.0182069,0.211437
Kepler-193 b,,0.0990643,11.38848,,0.0184218,0.213222
Kepler-1078 b,0.94,0.0399419,3.00725242,0,0.014034,0.17
Kepler-585 b,0.96,0.037917,2.75235975,0,0.0240196,0.252
HD 222582 b,0.965,1.33658,572.38,0.725,7.63003,
Kepler-119 c,,0.050338,4.125103,,0.00216566,0.0820769
Kepler-558 b,0.85,0.175021,29.00790538,0,0.0181548,0.211
Kepler-670 b,0.99,0.0389008,2.81650485,0,1,1.176
Kepler-770 c,0.94,0.0248451,1.47532231,0,0.00553813,0.107
Kepler-1188 b,1.04,0.131797,17.1369543,0,0.0154788,0.186
Kepler-434 b,1.198,0.114265,12.8747099,0.131,2.86,1.13
Kepler-1398 c,1.13,0.0525427,4.13827595,0,0.00325512,0.092
Kepler-16 b,0.6897,0.646795,228.776,0.0069,0.333,0.7538
Kepler-32 d,0.54,0.128069,22.7802,0,0.0221838,0.240663
Kepler-58 c,0.95,0.119982,15.5741568,,0.0245229,0.254925
Kepler-758 b,1.16,0.108438,12.1097104,0,0.019398,0.221
Kepler-1122 b,0.92,0.230686,42.1917357,0,0.0151003,0.182
Kepler-1534 b,0.9,0.0604111,5.71668872,0,0.0139495,0.169
WASP-33 b,1.495,0.0255483,1.21986983,0,0,1.497
HD 128311 b,0.828,1.08649,454.2,0.345,1.4572,
HD 181433 d,0.78,3.02208,2172,0.48,0.535482,
TrES-1 b,0.878,0.0392516,3.030065,0,0.752484,1.067
HD 4208 b,0.879,1.65355,828,0.052,0.807457,
Kepler-773 b,1.04,0.0478522,3.74910006,0,0.0101747,0.128
Kepler-62 e,0.69,0.426299,122.3874,0.13,0,0.143507
Kepler-120 b,,0.0668458,6.312501,,0.0160511,0.19181
HD 5388 b,1.21,1.76349,777,0.4,1.96509,
Kepler-1393 b,0.95,0.0349032,2.44357812,0,0.00129651,0.071
Kepler-1001 b,0.9,0.111348,14.30511983,0,0.029598,0.281
CoRoT-10 b,0.89,0.105463,13.2406,0.53,2.75536,0.97
Kepler-1309 b,0.85,0.174358,28.8432647,0,0.0181548,0.211
11 UMi b,1.8,1.53498,516.22,0.08,11.0873,
Kepler-286 d,,0.0640044,5.914323,,0.00789025,0.118655
Kepler-338 c,,0.164238,24.310856,,0.0178911,0.208761
WASP-62 b,1.25,0.0567187,4.411953,0,0.56227,1.39
Kepler-496 b,0.86,0.0763472,8.30864937,0,0.0176872,0.207
Kepler-1641 c,1.12,0.20765,32.657212,0,0.0259788,0.263
Kepler-1616 b,1.21,0.0745798,6.76284377,0,0.00313024,0.091
Kepler-300 c,,0.23162,40.714955,,0.0169862,0.200732
Kepler-1582 b,0.28,0.0366252,4.83817712,0,0.0115494,0.133
HD 4732 c,1.74,4.60219,2732,0.23,2.36493,
Kepler-258 c,,0.203997,33.653079,,0.0400599,0.322063
Kepler-555 b,1.03,0.126633,16.21775407,0,0.0240196,0.252
Kepler-1270 b,1.28,0.0704248,6.03356196,0,0.0330424,0.296
Kepler-632 b,0.91,0.187138,30.99660733,0,0.0165864,0.197
kappa CrB b,1.58,2.71619,1300,0.125,1.9747,
Kepler-25 b,1.19,0.0702822,6.2385,0,0.0223552,0.24177
HD 99492 b,0.832,0.121908,17.0431,0.254,0.106179,
Kepler-167 c,0.77,0.0681548,7.406097,,0.00871939,0.122223
Kepler-291 b,,0.0455136,3.546511,,0.0161415,0.192702
HD 204941 b,0.74,2.55427,1733,0.37,0.26689,
Kepler-664 b,1.01,0.0364157,2.52559332,0,0.021628,0.237
Kepler-1051 b,1.43,0.19332,25.96200249,0,0.0347934,0.303
Kepler-603 d,1.01,0.0663906,6.2171292,0,0.00774372,0.118
Kepler-218 d,0,0,124.5244647,0,0.021628,0.237
Kepler-332 d,,0.206247,34.21154,,0.00523423,0.105273
HD 196050 b,1.109,2.51056,1378,0.228,2.8434,
WASP-11 b,0.8,0.0436466,3.722465,0,0.539755,0.91
HD 111232 b,0.78,1.97489,1143,0.2,6.84182,
HD 117618 b,1.069,0.174852,25.827,0.42,0.176652,
Kepler-192 c,,0.15002,21.2234,,0.0235009,0.248907
HD 180902 b,1.53,1.38103,479,0.09,1.56395,
Kepler-671 b,0.97,0.0510769,4.28095859,0,0.0220818,0.24
Kepler-1263 b,0.84,0.0507142,4.55139967,0,0.00468851,0.102
HIP 12961 b,0.67,0.25497,57.435,0.166,0.354314,
Kepler-1357 b,0.93,0.0398164,3.0091324,0,0.00688654,0.114
HD 63454 b,0.8,0.0362523,2.818049,0,0.384566,
Kepler-460 c,1.07,0.729773,220.1303357,0,0.101476,0.492
BD +48 738 b,1.19,1.11234,392.6,0.2,1.2654,
Kepler-560 b,0.34,0.0954693,18.47764449,0,0.0126737,0.153
Kepler-62 c,0.69,0.0928559,12.4417,0.186815,0,0.0481326
Kepler-371 c,,0.325944,67.968015,,0.0131206,0.158801
Kepler-909 b,1.17,0.119407,13.93290318,0,0.0109866,0.131
Kepler-732 b,0.49,0.0690513,9.46781405,0,0.0162741,0.194
Kepler-724 b,0.9,0.0420086,3.31494634,0,0.0325593,0.294
NGC 2423 3 b,1.18,1.6555,714.3,0.21,6.63106,
Kepler-227 b,,0.0877115,9.488015,,0.0288426,0.277456
Kepler-33 c,1.291,0.118876,13.17562,0,0.0305282,0.28523
Kepler-1280 b,1.2,0.34156,66.5579057,0,0.0137822,0.167
Kepler-1383 b,1.26,0.122255,13.9093583,0,0.00965491,0.126
Kepler-938 b,0.92,0.267315,52.6298417,0,0.0166923,0.198
Kepler-275 b,,0.0926511,10.300682,,0.0178911,0.208761
TRAPPIST-1 d,0.08,0.0583511,18.202,0,0.00492611,0.103454
HD 13908 b,1.29,0.153755,19.382,0.046,0.865,
HD 50499 b,1.28,3.87172,2457.8717,0.253675,1.74473,
CoRoT-14 b,1.13,0.0269122,1.51214,0,7.69464,1.09
Kepler-1542 e,0.94,0.0568105,5.10115756,0,0.00111394,0.068
Kepler-820 b,1.23,0.532115,127.8338098,0,0.124338,0.543
Kepler-521 b,1.34,0.170471,22.20813214,0,0.0302544,0.284
Kepler-1136 b,0.72,0.0311079,2.36172433,0,0.0121546,0.146
Kepler-176 d,,0.170666,25.751974,,0.019783,0.223927
Kepler-319 d,,0.196363,31.781925,,0.0173806,0.2043
Kepler-832 b,0.92,0.0705758,7.1396941,0,0.015288,0.184
Kepler-80 d,,0.0413591,3.072186,,0.0128437,0.155232
Kepler-155 b,,0.0641261,5.931194,,0.0155228,0.186457
Kepler-342 d,,0.226833,39.459357,,0.0195472,0.222143
Kepler-1015 b,1.49,0.141962,16.00494214,0,0.0385876,0.317
